,StationID,StationName,Latitude,Longitude,Suburb,Road,Neighborhood
533,3404.0,7 St & 5 Ave,40.6705,-73.9854,Brooklyn,5th Avenue,Park Slope
534,3405.0,5 St & 6 Ave,40.6705,-73.9821,Brooklyn,5th Street,Park Slope
535,3407.0,Union St & Nevins St,40.6791,-73.9877,Brooklyn,Union Street,
536,3408.0,Congress St & Clinton St,40.6882,-73.9952,Brooklyn,Congress Street,Cobble Hill Historic District
537,3409.0,Bergen St & Smith St,40.6867,-73.9906,Brooklyn,Smith Street,Boerum Hill
538,3410.0,Dean St & Hoyt St,40.6864,-73.9876,Brooklyn,Dean Street,Boerum Hill
539,3411.0,Bond St & Bergen St,40.685,-73.9862,Brooklyn,Bergen Street,Boerum Hill
540,3412.0,Pacific St & Nevins St,40.6854,-73.983,Brooklyn,Pacific Street,
541,3413.0,Wyckoff St & 3 Ave,40.6828,-73.9826,Brooklyn,Wyckoff Street,Boerum Hill
542,3414.0,Bergen St & Flatbush Ave,40.6809,-73.9757,Brooklyn,Bergen Street,Park Slope
543,3415.0,Prospect Pl & 6 Ave,40.6793,-73.9752,Brooklyn,Prospect Place,Park Slope
544,3416.0,7 Ave & Park Pl,40.6776,-73.9732,Brooklyn,Park Place,Park Slope
545,3417.0,Baltic St & 5 Ave,40.6796,-73.9785,Brooklyn,5th Avenue,Park Slope
546,3418.0,Plaza St West & Flatbush Ave,40.675,-73.9711,Brooklyn,Plaza Street West,Park Slope
547,3419.0,Douglass St & 4 Ave,40.6793,-73.9815,Brooklyn,4th Avenue,
548,3420.0,Douglass St & 3 Ave,40.6802,-73.9843,Brooklyn,Douglass Street,
549,3422.0,Columbia St & Degraw St,40.6859,-74.0024,Brooklyn,Columbia Street Greenway,
550,3423.0,West Drive & Prospect Park West,40.6611,-73.9795,Brooklyn,Prospect Park West,Park Slope
551,3424.0,E 106 St & Lexington Ave,40.792,-73.946,,East 106th Street,East Harlem
552,3425.0,2 Ave & E 104 St,40.7892,-73.9437,,East 104th Street,East Harlem
553,3427.0,Lafayette St & Jersey St,40.7243,-73.996,,Lafayette Street,Little Italy
554,3429.0,Hanson Pl & Ashland Pl,40.6851,-73.9779,Brooklyn,Hanson Place,Fort Greene
555,3430.0,Richardson St & N Henry St,40.7191,-73.9422,Brooklyn,Richardson Street,
556,3434.0,W 88 St & West End Ave,40.7903,-73.9772,Manhattan,West 88th Street,
557,3435.0,Grand St & Elizabeth St,40.7188,-73.996,,Grand Street,Little Italy
558,3437.0,Riverside Dr & W 91 St,40.7931,-73.977,Manhattan,Riverside Drive,
559,3440.0,Fulton St & Adams St,40.6924,-73.9895,Brooklyn,Joralemon Street,Downtown Brooklyn
560,3441.0,10 Hudson Yards,40.753,-74.0026,,West 24th Street,Chelsea District
561,3443.0,W 52 St & 6 Ave,40.7613,-73.9798,,,Theater District
562,3449.0,Eckford St & Engert Ave,40.7215,-73.948,Brooklyn,Eckford Street,
563,3452.0,Bayard St & Leonard St,40.7192,-73.9489,Brooklyn,Bayard Street,
564,3453.0,Devoe St & Lorimer St,40.7134,-73.9491,Brooklyn,Devoe Street,
565,3454.0,Leonard St & Maujer St,40.7104,-73.9471,Brooklyn,Leonard Street,
566,3456.0,Jackson St & Leonard St,40.7164,-73.9482,Brooklyn,Leonard Street,
567,3459.0,E 53 St & 3 Ave,40.7576,-73.9693,,East 53rd Street,Turtle Bay
568,3461.0,Murray St & Greenwich St,40.7149,-74.0112,,Murray Street,Tribeca
569,3463.0,E 16 St & Irving Pl,40.7354,-73.988,,East 16th Street,Manhattan Community Board 5
570,3467.0,W Broadway & Spring Street,40.7249,-74.0017,,West Broadway,SoHo
571,3469.0,India St & West St,40.7318,-73.96,Brooklyn,India Street,
572,3472.0,W 15 St & 10 Ave,40.7428,-74.0075,,West 24th Street,Chelsea District
573,3477.0,39 St & 2 Ave - Citi Bike HQ at Industry City,40.6554,-74.0106,Brooklyn,39th Street,Sunset Park
574,3478.0,2 Ave & 36 St - Citi Bike HQ at Industry City,40.6571,-74.0087,Brooklyn,2nd Avenue,
575,3479.0,Picnic Point,40.6851,-74.0254,Manhattan,Craig Road South,
576,3483.0,Montgomery St,40.7194,-74.051,,Monmouth Street,
577,3486.0,Schermerhorn St & Bond St,40.6884,-73.9845,Brooklyn,Schermerhorn Street,
578,3490.0,E 116 St & 2 Ave,40.7969,-73.9373,,East 116th Street,East Harlem
579,3491.0,E 118 St & 1 Ave,40.7975,-73.935,,East 118th Street,East Harlem
580,3492.0,E 118 St & Park Ave,40.8005,-73.942,,East 118th Street,East Harlem
581,3493.0,E 118 St & 3 Ave,40.7991,-73.9389,,East 118th Street,East Harlem
582,3494.0,E 115 St & Lexington Ave,40.7979,-73.9423,,East 115th Street,East Harlem
583,3495.0,E 114 St & 1 Ave,40.7946,-73.9363,,East 114th Street,East Harlem
584,3496.0,1 Ave & E 110 St,40.7923,-73.9383,,East 110th Street,East Harlem
585,3497.0,Pleasant Ave & E 116 St,40.795,-73.9333,,Pleasant Avenue,East Harlem
586,3498.0,Pleasant Ave & E 120 St,40.7975,-73.9312,,East 120th Street,East Harlem
587,3499.0,2 Ave & E 122 St,40.8007,-73.9349,,2nd Avenue,East Harlem
588,3500.0,E 115 St & Madison Ave,40.7989,-73.9448,,East 115th Street,East Harlem
589,3501.0,E 118 St & Madison Ave,40.8015,-73.9443,,East 118th Street,East Harlem
590,3502.0,Lexington Ave & E 111 St,40.7954,-73.9441,,East 110th Street,East Harlem
591,3503.0,Madison Ave & E 120 St,40.803,-73.943,,Madison Avenue,East Harlem
592,3504.0,E 123 St & Lexington Ave,40.8029,-73.9379,,East 123rd Street,East Harlem
593,3505.0,Lexington Ave & E 127 St,40.8057,-73.9363,,Lexington Avenue,East Harlem
594,3506.0,Lexington Ave & E 120 St,40.8013,-73.9398,Manhattan,Lexington Avenue,
595,3507.0,Park Ave & E 124 St,40.8046,-73.9397,,Park Avenue,East Harlem
596,3508.0,St Nicholas Ave & Manhattan Ave,40.8097,-73.9531,,Saint Nicholas Avenue,
597,3509.0,Lenox Ave & W 115 St,40.8012,-73.9501,,Malcolm X Boulevard,
598,3510.0,Adam Clayton Powell Blvd & W 123 St,40.8078,-73.9494,Manhattan,Adam Clayton Powell Jr. Boulevard,
599,3511.0,Adam Clayton Powell Blvd & W 115 St,40.8025,-73.9532,,Adam Clayton Powell Jr. Boulevard,
600,3512.0,27 Ave & 4 St,40.7747,-73.9338,Queens,27th Avenue,Astoria
601,3513.0,21 St & Hoyt Ave S,40.7746,-73.9237,Queens,21st Street,Astoria
602,3514.0,Astoria Park S & Shore Blvd,40.7767,-73.9276,Queens,Astoria Park South,Astoria
603,3515.0,24 Ave & 26 St,40.7746,-73.9185,Queens,24th Avenue,
604,3516.0,31 St & Astoria Blvd,40.7699,-73.9184,Queens,Hoyt Avenue North,
605,3517.0,31 St & Hoyt Ave N,40.7712,-73.917,Queens,31st Street,Steinway
606,3518.0,Lenox Ave & W 126 St,40.8084,-73.9452,Manhattan,Malcolm X Boulevard,
607,3520.0,Adam Clayton Powell Blvd & W 118 St,40.8044,-73.9515,,Adam Clayton Powell Jr. Boulevard,
608,3521.0,Lenox Ave & W 111 St,40.7988,-73.9523,,Malcolm X Boulevard,
609,3522.0,37 St & 24 Ave,40.7701,-73.9121,Queens,37th Street,Steinway
610,3523.0,24 Ave & 29 St,40.7729,-73.9161,Queens,24th Avenue,
611,3524.0,19 St & 24 Ave,40.7775,-73.9225,Queens,19th Street,Astoria
612,3525.0,23 Ave & 27 St,40.7762,-73.9153,Queens,23rd Avenue,Steinway
613,3526.0,31 St & 23 Ave,40.7748,-73.9126,Queens,31st Street,Steinway
614,3527.0,5 Ave & E 126 St,40.807,-73.9417,,East 126th Street,East Harlem
615,3528.0,Steinway St & 23 Ave,40.7714,-73.9077,Queens,Steinway Street,Steinway
616,3529.0,Lenox Ave & W 130 St,40.8108,-73.9431,,Malcolm X Boulevard,
617,3530.0,Crescent St & Ditmars Blvd,40.7787,-73.9146,Queens,Crescent Street,Steinway
618,3531.0,Frederick Douglass Blvd & W 129 St,40.8126,-73.9492,,West 129th Street,
619,3532.0,Ditmars Blvd & 19 St,40.7814,-73.9183,Queens,Ditmars Boulevard,
620,3533.0,St. Nicholas Ave & W 126 St,40.8114,-73.9519,,West 126th Street,
621,3534.0,Frederick Douglass Blvd & W 117 St,40.8052,-73.9547,,West 117th Street,
622,3535.0,Mt Morris Park W & W 120 St,40.804,-73.9459,,Mt Morris Park West,
623,3536.0,W 116 St & Broadway,40.8082,-73.9641,Manhattan,West 116th Street,Morningside Heights
624,3537.0,Carlton Ave & Dean St,40.681,-73.971,Brooklyn,Carlton Avenue,
625,3538.0,W 110 St & Amsterdam Ave,40.8027,-73.963,Manhattan,Cathedral Parkway,Morningside Heights
626,3539.0,W 116 St & Amsterdam Ave,40.8068,-73.9607,Manhattan,West 120th Street,Morningside Heights
627,3540.0,Morningside Ave & W 123 St,40.81,-73.9552,Manhattan,Morningside Avenue,Morningside Heights
628,3541.0,Amsterdam Ave & W 125 St,40.8134,-73.9565,Manhattan,West 125th Street,Manhattanville
629,3542.0,Amsterdam Ave & W 119 St,40.8086,-73.9596,Manhattan,Amsterdam Avenue,Morningside Heights
630,3543.0,Morningside Dr & Amsterdam Ave,40.8103,-73.9574,Manhattan,Morningside Drive,Morningside Heights
631,3544.0,Underhill Ave & Pacific St,40.6805,-73.9647,Brooklyn,Underhill Avenue,
632,3545.0,Broadway & W 122 St,40.8121,-73.9613,Manhattan,Broadway,Morningside Heights
633,3546.0,Pacific St & Classon Ave,40.6792,-73.9588,Brooklyn,Atlantic Avenue,
634,3547.0,Broadway & Moylan Pl,40.8143,-73.959,Manhattan,Broadway,Manhattanville
635,3549.0,Grand Ave & Bergen St,40.678,-73.9624,Brooklyn,Grand Avenue,
636,3551.0,3 Ave & E 112 St,40.7955,-73.9416,,3rd Avenue,East Harlem
637,3552.0,W 113 St & Broadway,40.806,-73.9649,Manhattan,Broadway,Morningside Heights
638,3553.0,Frederick Douglass Blvd & W 112 St,40.8017,-73.9571,Manhattan,Frederick Douglass Boulevard,
639,3554.0,Vernon Blvd & 41 Rd,40.7552,-73.9486,Queens,Vernon Boulevard,Queensbridge
640,3555.0,28 St & 41 Ave,40.751,-73.938,Queens,28th Street,Court Square
641,3556.0,24 St & 41 Ave,40.7527,-73.9397,Queens,41st Street,
642,3557.0,40 Ave & 9 St,40.7574,-73.9451,Queens,40th Avenue,Queensbridge
643,3558.0,Bergen St & Vanderbilt Ave,40.6794,-73.968,Brooklyn,Bergen Street,
644,3559.0,21 St & 38 Ave,40.7576,-73.9391,Queens,21st Street,Ravenswood
645,3560.0,28 St & 38 Ave,40.7549,-73.9343,Queens,38th Avenue,Ravenswood
646,3561.0,37 Ave & 35 St,40.7531,-73.928,Queens,35th Street,
647,3562.0,Classon Ave & St Marks Ave,40.6765,-73.9596,Brooklyn,Classon Avenue,
648,3563.0,28 St & 36 Ave,40.7572,-73.9327,Queens,28th Street,Court Square
649,3564.0,21 St & 36 Ave,40.7602,-73.9363,Queens,21st Street,Ravenswood
650,3565.0,36 Ave & 10 St,40.7614,-73.9411,Queens,36th Avenue,Ravenswood
651,3566.0,Crescent St & 35 Ave,40.7596,-73.9321,Queens,Crescent Street,Ravenswood
652,3567.0,11 St & 35 Ave,40.7627,-73.9391,Queens,11th Street,Queensbridge
653,3568.0,34 St & 35 Ave,40.7569,-73.9262,Queens,34th Street,
654,3569.0,Franklin Ave & St Marks Ave,40.6758,-73.9562,Brooklyn,Saint Marks Avenue,
655,3570.0,35 Ave & 37 St,40.7557,-73.9237,Queens,35th Avenue,
656,3571.0,Bedford Ave & Bergen St,40.6764,-73.9529,Brooklyn,Bedford Avenue,
657,3572.0,34 Ave & 38 St,40.7569,-73.9216,Queens,34th Avenue,Sunnyside Gardens
658,3573.0,35 St & 34 Ave,40.7581,-73.9243,Queens,34th Avenue,Sunnyside Gardens
659,3574.0,Prospect Pl & Underhill Ave,40.677,-73.9658,Brooklyn,Prospect Place,
660,3575.0,Crescent St & 34 Ave,40.7611,-73.9306,Queens,Crescent Street,Ravenswood
661,3576.0,Park Pl & Vanderbilt Ave,40.6767,-73.969,Brooklyn,Park Place,
662,3577.0,34 Ave & 21 St,40.7628,-73.9343,Queens,34th Avenue,Ravenswood
663,3578.0,Park Pl & Franklin Ave,40.6742,-73.9565,Brooklyn,Franklin Avenue,
664,3579.0,Sterling Pl & Bedford Ave,40.6727,-73.9541,Brooklyn,Sterling Place,
665,3580.0,St Johns Pl & Washington Ave,40.6737,-73.9632,Brooklyn,Saint Johns Place,
666,3581.0,Underhill Ave & Lincoln Pl,40.674,-73.9671,Brooklyn,Underhill Avenue,
667,3582.0,Lincoln Pl & Classon Ave,40.6722,-73.9609,Brooklyn,Lincoln Place,
668,3583.0,Eastern Pkwy & Washington Ave,40.6716,-73.9631,Brooklyn,Eastern Parkway South Sidewalk,
669,3584.0,Eastern Pkwy & Franklin Ave,40.6708,-73.9577,Brooklyn,Eastern Parkway Service Road,
670,3585.0,Union St & Bedford Ave,40.6692,-73.9554,Brooklyn,Union Street,
671,3586.0,34 Ave & 13 St,40.7639,-73.9365,Queens,34th Avenue,Ravenswood
672,3587.0,Carroll St & Washington Ave,40.6687,-73.9618,Brooklyn,Carroll Street,
673,3588.0,Vernon Blvd & 10 St,40.7672,-73.9374,Queens,Vernon Boulevard,Ravenswood
674,3589.0,Broadway & 12 St,40.7668,-73.9348,Queens,Broadway,Astoria
675,3590.0,Carroll St & Franklin Ave,40.6679,-73.9588,Brooklyn,Franklin Avenue,
676,3591.0,21 St & 31 Dr,40.7659,-73.9308,Queens,31st Drive,Astoria
677,3592.0,Crescent St & Broadway,40.7634,-73.9286,Queens,Crescent Street,
678,3593.0,31 St & Broadway,40.7616,-73.9259,Queens,31st Street,
679,3595.0,35 St & Broadway,40.7603,-73.9222,Queens,Broadway,
680,3596.0,Sullivan Pl & Bedford Ave,40.6642,-73.9575,Brooklyn,Bedford Avenue,
681,3597.0,43 St & Broadway,40.7577,-73.9166,Queens,Broadway,
682,3598.0,Newton Rd & 44 St,40.7596,-73.9143,Queens,31st Avenue,
683,3599.0,Franklin Ave & Empire Blvd,40.6631,-73.9606,Brooklyn,Franklin Avenue,
684,3601.0,Sterling St & Bedford Ave,40.6627,-73.9569,Brooklyn,Sterling Street,
685,3602.0,31 Ave & 34 St,40.7632,-73.9208,Queens,34th Street,
686,3603.0,31 Ave & 30 St,40.7647,-73.924,Queens,31st Avenue,Astoria
687,3604.0,Rogers Ave & Sterling St,40.6631,-73.9539,Brooklyn,Rogers Avenue,
688,3605.0,31 Ave & Crescent St,40.7658,-73.9265,Queens,31st Avenue,Astoria
689,3606.0,49 Ave & 21 St,40.7425,-73.9489,Queens,49th Avenue,
690,3607.0,31 Ave & 14 St,40.7682,-73.9323,Queens,31st Avenue,Astoria
691,3608.0,5 St & 51 Ave,40.7424,-73.9566,Queens,51st Avenue,Hunters Point
692,3609.0,Vernon Blvd & 31 Ave,40.7692,-73.9355,Queens,Vernon Boulevard,Astoria
693,3610.0,Vernon Blvd & 30 Rd,40.7708,-73.9342,Queens,Vernon Boulevard,Astoria
694,3611.0,Vernon Blvd & 47 Rd,40.7449,-73.9535,Queens,Vernon Boulevard,Hunters Point
695,3612.0,30 Ave & 21 St,40.7704,-73.9286,Queens,14th Street,Astoria
696,3613.0,Center Blvd & 48 Ave,40.745,-73.9575,Queens,48th Avenue,Hunters Point
697,3614.0,Crescent St & 30 Ave,40.7687,-73.925,Queens,Crescent Street,Astoria
698,3615.0,44 Dr & 21 St,40.748,-73.9461,Queens,44th Drive,Court Square
699,3616.0,Steinway St & 28 Ave,40.7656,-73.9137,Queens,Steinway Street,Steinway
700,3617.0,28 Ave & 35 St,40.7671,-73.917,Queens,28th Avenue,
701,3618.0,27 St & Hunter St,40.7485,-73.9413,Queens,27th Street,Court Square
702,3619.0,Newtown Ave & 23 St,40.7714,-73.9246,Queens,Newtown Avenue,Astoria
703,3620.0,11 St & 43 Ave,40.7519,-73.9479,Queens,11th Street,
704,3621.0,27 Ave & 9 St,40.774,-73.9309,Queens,27th Avenue,Astoria
705,3622.0,E 128 St & Madison Ave,40.8076,-73.9392,,East 128th Street,East Harlem
706,3623.0,W 120 St & Claremont Ave,40.8109,-73.9634,Manhattan,Riverside Drive,Morningside Heights
707,3628.0,Lenox Ave & W 117 St,40.8026,-73.9491,,West 117th Street,
708,3629.0,Adam Clayton Powell Blvd & W 126 St,40.8095,-73.9478,,Adam Clayton Powell Jr. Boulevard,
709,3630.0,Frederick Douglass Blvd & W 115 St,40.8039,-73.9559,,Frederick Douglass Boulevard,
710,3631.0,Crown St & Bedford Ave,40.6666,-73.9567,Brooklyn,Crown Street,
711,3637.0,Fulton St & Waverly Ave,40.6832,-73.966,Brooklyn,Fulton Street,
712,3641.0,Broadway & W 25 St,40.7429,-73.9892,,General Worth Square,Flatiron District
713,3646.0,35 Ave & 10 St,40.7632,-73.9399,Queens,35th Avenue,Ravenswood
714,3647.0,48 Ave & 30 Pl,40.7413,-73.9373,Queens,30th Place,Sunnyside
715,3648.0,Flushing Ave & Vanderbilt Ave,40.698,-73.9708,Brooklyn,Flushing Avenue,
716,3649.0,W 129 St & Convent Ave,40.8144,-73.9532,Manhattan,West 129th Street,Manhattanville
717,3654.0,31 St & Northern Blvd,40.7519,-73.9335,Queens,31st Street,
718,3656.0,E 2 St & Avenue A,40.7231,-73.9858,Manhattan,East 2nd Street,East Village
719,3661.0,Montgomery St & Franklin Ave,40.6664,-73.9606,Brooklyn,Montgomery Street,
720,3662.0,31 Ave & Steinway St,40.7613,-73.9169,Queens,31st Avenue,
721,3664.0,North Moore St & Greenwich St,40.7202,-74.0103,,North Moore Street,Tribeca
722,3668.0,Leonard St & Nassau Ave,40.724,-73.9498,Brooklyn,Nassau Avenue,
723,3671.0,E 81 St & 2 Ave,40.7748,-73.9543,Manhattan,2nd Avenue,
724,3673.0,Dean St & Franklin Ave,40.6776,-73.9556,Brooklyn,Dean Street,
725,3674.0,Jay St & York St,40.7014,-73.9867,Brooklyn,Brooklyn-Queens Expressway,
726,3675.0,3 Ave & E 95 St,40.7846,-73.9497,Manhattan,3rd Avenue,Carnegie Hill
727,3676.0,Van Brunt St & Van Dyke St,40.6758,-74.0147,Brooklyn,Van Brunt Street,
728,3680.0,E 43 St & 5 Ave,40.7541,-73.9803,,East 43rd Street,Midtown East
729,3686.0,Gansevoort St & Hudson St,40.7394,-74.0051,,Gansevoort Street,West Village
730,3687.0,E 33 St & 1 Ave,40.7432,-73.9745,,East 33rd Street,Kips Bay
731,3689.0,W 104 St & Amsterdam Ave,40.799,-73.9665,Manhattan,Amsterdam Avenue,
732,3690.0,Park Pl & Church St,40.7133,-74.0094,,Murray Street,Tribeca
733,3691.0,28 Ave & 44 St,40.7641,-73.9107,Queens,28th Avenue,
734,3692.0,5 St & Market St,40.7,-73.9744,Brooklyn,5th Street,
735,3693.0,N 11 St & Kent Ave,40.7225,-73.9592,Brooklyn,North 11th Street,
736,3697.0,W 64 St & Thelonious Monk Circle,40.7752,-73.9892,Manhattan,West 64th Street,
737,3699.0,W 50 St & 9 Ave,40.7636,-73.9892,Manhattan,West 50th Street,Hell's Kitchen
738,3704.0,47 Ave & Skillman Ave,40.7438,-73.9418,Queens,47th Avenue,Sunnyside
739,3707.0,Lexington Ave & E 26 St,40.7415,-73.9833,,Lexington Avenue,Kips Bay
740,3708.0,W 13 St & 5 Ave,40.7354,-73.9943,,West 13th Street,Greenwich Village
741,3709.0,W 15 St & 6 Ave,40.738,-73.9964,,6th Avenue,Chelsea
742,3711.0,E 13 St & Avenue A,40.7297,-73.9807,Manhattan,East 13th Street,East Village
743,3712.0,W 35 St & Dyer Ave,40.7547,-73.9974,,West 35th Street,Garment District
744,3714.0,Division Av & Hooper St,40.7068,-73.9544,Brooklyn,Hooper Street,
745,3715.0,Driggs Ave & N 9 St,40.7182,-73.9552,Brooklyn,Driggs Avenue,
746,3716.0,40 Ave & Crescent St,40.7536,-73.938,Queens,40th Avenue,Queensbridge
747,3718.0,E 11 St & Avenue B,40.7275,-73.9795,Manhattan,East 11th Street,East Village
748,3720.0,Wyckoff St & Bond St,40.6846,-73.9872,Brooklyn,Wyckoff Street,
749,3721.0,31 St & Newtown Ave,40.7675,-73.9209,Queens,31st Street,
750,3723.0,Cadman Plaza E & Johnson St,40.6953,-73.9902,Brooklyn,Cadman Plaza West,
751,3724.0,7 Ave & Central Park South,40.7667,-73.9791,,7th Avenue,Manhattan Community Board 5
752,3725.0,2 Ave & E 72 St,40.7688,-73.9584,,East 72nd Street,Lenox Hill
753,3726.0,Center Blvd & 51 Ave,40.7434,-73.9596,Queens,Center Boulevard,Hunters Point
754,3727.0,Frost St & Meeker Ave,40.7177,-73.9488,Brooklyn,Frost Street,
755,3728.0,Pierrepont St & Monroe Pl,40.6954,-73.9934,Brooklyn,Monroe Place,Brooklyn Heights
756,3733.0,Avenue C & E 18 St,40.7306,-73.974,,Avenue C,Stuy Town
757,3734.0,E 58 St &  1 Ave (NW Corner),40.7591,-73.9627,Manhattan,East 58th Street,Midtown East
758,3737.0,Stanton St & Norfolk St,40.7207,-73.9863,Manhattan,Stanton Street,
759,3745.0,36 Ave & 31 St,40.7565,-73.9296,Queens,36th Avenue,Ravenswood
760,3746.0,6 Ave & Broome St,40.7243,-74.0047,,6th Avenue,Hudson Square
761,3747.0,E 84 St & 3 Ave,40.7776,-73.9551,Manhattan,East 84th Street,
762,3749.0,Lexington Ave & E 36 St,40.7476,-73.9788,Manhattan,Lexington Avenue,Murray Hill
763,3755.0,DeKalb Ave & Franklin Ave,40.6906,-73.9575,Brooklyn,DeKalb Avenue,Fort Greene
764,3756.0,White St & Moore St,40.7045,-73.9351,Brooklyn,Moore Street,
765,3757.0,Stagg St & Morgan Ave,40.7107,-73.9337,Brooklyn,Stagg Street,
766,3758.0,George St & Wilson Ave,40.703,-73.93,Brooklyn,George Street,
767,3759.0,Irving Ave & Jefferson St,40.7054,-73.9254,Brooklyn,Jefferson Street,
768,3760.0,Willoughby Ave & Wyckoff Ave,40.7056,-73.9215,Brooklyn,Willoughby Avenue,
769,3761.0,Cedar St & Myrtle Ave,40.6978,-73.9262,Brooklyn,Myrtle Avenue,
770,3762.0,3 Ave & Carroll St,40.677,-73.9865,Brooklyn,3rd Avenue,
771,3763.0,Wyckoff Av & Jefferson St,40.7072,-73.9237,Brooklyn,Flushing Avenue,
772,3764.0,Bushwick Ave & McKibbin St,40.7055,-73.9394,Brooklyn,Bushwick Avenue,
773,3765.0,Bushwick Ave & Stagg St,40.7099,-73.9401,Brooklyn,Grand Street,
774,3766.0,Sharon St & Olive St,40.7154,-73.9386,Brooklyn,Sharon Street,
775,3767.0,Powers St & Olive St,40.7132,-73.9389,Brooklyn,Powers Street,
776,3768.0,Waterbury St & Stagg St,40.7102,-73.9373,Brooklyn,Grand Street,
777,3769.0,White St & Johnson Ave,40.7072,-73.9358,Brooklyn,Boerum Street,
778,3770.0,Central Ave & Flushing Ave,40.7028,-73.9333,Brooklyn,Central Avenue,
779,3771.0,McKibbin St & Bogart St,40.7062,-73.9339,Brooklyn,McKibbin Street,
780,3772.0,Devoe St & Morgan Ave,40.7138,-73.9351,Brooklyn,Devoe Street,
781,3773.0,Knickerbocker Ave & Thames St,40.7054,-73.9298,Brooklyn,Knickerbocker Avenue,
782,3774.0,Knickerbocker Ave & George St,40.7044,-73.9284,Brooklyn,Knickerbocker Avenue,
783,3775.0,Suydam St & Knickerbocker Ave,40.702,-73.9238,Brooklyn,Suydam Street,
784,3776.0,Central Ave & Starr Street,40.7,-73.9283,Brooklyn,Troutman Street,
785,3777.0,Stockholm St & Wilson Ave,40.6993,-73.923,Brooklyn,Stockholm Street,
786,3778.0,Irving Ave & DeKalb Ave,40.7027,-73.921,Brooklyn,Irving Avenue,
787,3779.0,Hart St & Wyckoff Ave,40.7049,-73.9199,Brooklyn,Wyckoff Avenue,
788,3781.0,Greene Av & Myrtle Av,40.6986,-73.9189,Brooklyn,Greene Avenue,
789,3782.0,Brooklyn Bridge Park - Pier 2,40.6985,-73.9972,Brooklyn,Furman Street,
790,3783.0,Cliff St & Fulton St,40.7084,-74.0049,,Cliff Street,Financial District
791,3787.0,Dock 72 Way & Market St,40.6998,-73.9714,Brooklyn,,
792,3788.0,E 12 St & 4 Av,40.7327,-73.9897,,4th Avenue,East Village
793,3789.0,Fulton St & Irving Pl,40.6819,-73.9594,Brooklyn,Fulton Street,
794,3790.0,Henry St & Middagh St,40.7003,-73.9916,Brooklyn,Henry Street,Brooklyn Heights
795,3791.0,Hoboken Ave at Monmouth St,40.7352,-74.047,,Hoboken Avenue,
796,3793.0,Stuyvesant Walk & 1 Av Loop,40.7323,-73.979,,Stuyvesant Walk,
797,3795.0,10 St & 2 Ave,40.6719,-73.9936,Brooklyn,10th Street,Park Slope
798,3798.0,W 40 St & 5 Ave,40.7523,-73.9821,,West 40th Street,Manhattan Community Board 5
799,3799.0,6 Ave & W 34 St,40.7496,-73.988,,West 33rd Street,Manhattan Community Board 5
